|batsman|venue|final_score_bat|matches
2351|MK Pandey|Rajiv Gandhi International Stadium, Uppal|26.979|2
2352|MK Pandey|Sardar Patel Stadium, Motera|6.43725|1
2353|MK Pandey|Sawai Mansingh Stadium|29.37025|2
2354|MK Pandey|Sharjah Cricket Stadium|26.732499999999998|2
2355|MK Pandey|Sheikh Zayed Stadium|27.407249999999998|2
2356|MK Pandey|Subrata Roy Sahara Stadium|7.928249999999999|1
2357|MK Pandey|SuperSport Park|14.987249999999998|1
2358|MK Pandey|Vidarbha Cricket Association Stadium, Jamtha|6.43725|1
2359|MK Pandey|Wankhede Stadium|29.049500000000002|2
2360|MK Tiwary|Barabati Stadium|7.5735|1
2361|MK Tiwary|Dr DY Patil Sports Academy|6.2235000000000005|1
2362|MK Tiwary|Dubai International Cricket Stadium|6.486|1
2363|MK Tiwary|Eden Gardens|6.933|1
2364|MK Tiwary|Feroz Shah Kotla|7.026000000000001|1
2365|MK Tiwary|Holkar Cricket Stadium|8.3235|1
2366|MK Tiwary|JSCA International Stadium Complex|6.2235000000000005|1
2367|MK Tiwary|Kingsmead|5.9985|1
2368|MK Tiwary|M Chinnaswamy Stadium|6.3885000000000005|1
2369|MK Tiwary|MA Chidambaram Stadium, Chepauk|6.7485|1
2370|MK Tiwary|Maharashtra Cricket Association Stadium|25.0325|2
2371|MK Tiwary|Nehru Stadium|5.3985|1
2372|MK Tiwary|Punjab Cricket Association Stadium, Mohali|7.62975|1
2373|MK Tiwary|Rajiv Gandhi International Stadium, Uppal|19.144750000000002|2
2374|MK Tiwary|Sardar Patel Stadium, Motera|8.0235|1
2375|MK Tiwary|Saurashtra Cricket Association Stadium|7.6485|1
2376|MK Tiwary|Sawai Mansingh Stadium|21.7075|2
2377|MK Tiwary|Sharjah Cricket Stadium|5.3985|1
2378|MK Tiwary|Sheikh Zayed Stadium|5.3235|1
2379|MK Tiwary|Subrata Roy Sahara Stadium|6.186|1
2380|MK Tiwary|Wankhede Stadium|20.520249999999997|2
2381|ML Hayden|Brabourne Stadium|11.949|1
2382|ML Hayden|Buffalo Park|13.674|1
2383|ML Hayden|De Beers Diamond Oval|14.049|1
2384|ML Hayden|Dr DY Patil Sports Academy|11.3865|1
2385|ML Hayden|Eden Gardens|10.524|1
2386|ML Hayden|Feroz Shah Kotla|17.424|1
2387|ML Hayden|Himachal Pradesh Cricket Association Stadium|10.824|1
2388|ML Hayden|Kingsmead|14.598749999999997|1
2389|ML Hayden|M Chinnaswamy Stadium|12.1365|1
2390|ML Hayden|MA Chidambaram Stadium, Chepauk|12.806999999999999|1
2391|ML Hayden|New Wanderers Stadium|12.549|1
2392|ML Hayden|Newlands|13.748999999999999|1
2393|ML Hayden|Punjab Cricket Association Stadium, Mohali|12.324|1
2394|ML Hayden|Sardar Patel Stadium, Motera|11.873999999999999|1
2395|ML Hayden|St George's Park|15.136499999999998|1
2396|ML Hayden|SuperSport Park|13.824|1
2397|ML Hayden|Vidarbha Cricket Association Stadium, Jamtha|11.873999999999999|1
2398|MM Ali|Dubai International Cricket Stadium|18.52725|1
2399|MM Ali|Eden Gardens|29.02725|1
2400|MM Ali|Feroz Shah Kotla|17.65225|1
2401|MM Ali|M.Chinnaswamy Stadium|21.56|1
2402|MM Ali|MA Chidambaram Stadium, Chepauk|19.05225|1
2403|MM Ali|Rajiv Gandhi International Stadium, Uppal|18.52725|1
2404|MM Ali|Sawai Mansingh Stadium|19.13975|1
2405|MM Ali|Sheikh Zayed Stadium|17.477249999999998|1
2406|MM Ali|Wankhede Stadium|26.227249999999998|1
2407|MM Patel|De Beers Diamond Oval|0.21075|1
2408|MM Patel|Dr DY Patil Sports Academy|-0.16424999999999998|1
2409|MM Patel|Green Park|-0.16424999999999998|1
2410|MM Patel|Kingsmead|0.21075|1
2411|MM Patel|M Chinnaswamy Stadium|-0.16424999999999998|1
2412|MM Patel|Newlands|-0.16424999999999998|1
2413|MM Patel|OUTsurance Oval|1.5607499999999999|1
2414|MM Patel|Punjab Cricket Association Stadium, Mohali|-0.16424999999999998|1
2415|MM Patel|Sardar Patel Stadium, Motera|0.13575|1
2416|MM Patel|SuperSport Park|-0.16424999999999998|1
2417|MM Patel|Wankhede Stadium|-0.08925|1
2418|MM Sharma|Eden Gardens|1.614|1
2419|MM Sharma|Feroz Shah Kotla|2.184|1
2420|MM Sharma|Holkar Cricket Stadium|3.2585|1
2421|MM Sharma|M Chinnaswamy Stadium|1.68375|1
2422|MM Sharma|M.Chinnaswamy Stadium|2.821|1
2423|MM Sharma|MA Chidambaram Stadium, Chepauk|1.284|1
2424|MM Sharma|Maharashtra Cricket Association Stadium|4.58|2
2425|MM Sharma|Punjab Cricket Association IS Bindra Stadium, Mohali|1.2465|1
2426|MM Sharma|Rajiv Gandhi International Stadium, Uppal|1.884|1
2427|MM Sharma|Saurashtra Cricket Association Stadium|1.3215000000000001|1
2428|MM Sharma|Wankhede Stadium|3.87975|2
2429|MN Samuels|Barabati Stadium|2.4375|1
2430|MN Samuels|Feroz Shah Kotla|3.0622499999999997|1
2431|MN Samuels|Green Park|2.4375|1
2432|MN Samuels|M Chinnaswamy Stadium|4.9125|1
2433|MN Samuels|MA Chidambaram Stadium, Chepauk|4.3125|1
2434|MN Samuels|Punjab Cricket Association Stadium, Mohali|2.5124999999999997|1
2435|MN Samuels|Rajiv Gandhi International Stadium, Uppal|2.7375|1
2436|MN Samuels|Subrata Roy Sahara Stadium|3.4875|1
2437|MN Samuels|Wankhede Stadium|2.6625|1
2438|MN van Wyk|Buffalo Park|11.174999999999999|1
2439|MN van Wyk|Kingsmead|13.1625|1
2440|MN van Wyk|New Wanderers Stadium|8.775|1
2441|MN van Wyk|St George's Park|10.125|1
2442|MP Stoinis|Dubai International Cricket Stadium|15.90575|1
2443|MP Stoinis|Eden Gardens|20.2025|2
2444|MP Stoinis|Feroz Shah Kotla|17.423|1
2445|MP Stoinis|Holkar Cricket Stadium|20.115|2
2446|MP Stoinis|M.Chinnaswamy Stadium|15.148|1
2447|MP Stoinis|Punjab Cricket Association IS Bindra Stadium, Mohali|24.24025|2
2448|MP Stoinis|Saurashtra Cricket Association Stadium|6.342|1
2449|MP Stoinis|Sawai Mansingh Stadium|15.498|1
2450|MP Stoinis|Sharjah Cricket Stadium|15.55575|1
2451|MP Stoinis|Sheikh Zayed Stadium|14.552999999999999|1
2452|MP Stoinis|Wankhede Stadium|11.910499999999999|1
2453|MR Marsh|Dr DY Patil Sports Academy|6.234749999999999|1
2454|MR Marsh|Dubai International Cricket Stadium|10.34775|1
2455|MR Marsh|Feroz Shah Kotla|5.40975|1
2456|MR Marsh|Himachal Pradesh Cricket Association Stadium|5.559749999999999|1
2457|MR Marsh|M Chinnaswamy Stadium|6.234749999999999|1
2458|MR Marsh|MA Chidambaram Stadium, Chepauk|4.58475|1
2459|MR Marsh|Punjab Cricket Association Stadium, Mohali|4.58475|1
2460|MR Marsh|Rajiv Gandhi International Stadium, Uppal|4.95975|1
2461|MR Marsh|Saurashtra Cricket Association Stadium|4.95975|1
2462|MR Marsh|Sawai Mansingh Stadium|7.059749999999999|1
2463|MR Marsh|Subrata Roy Sahara Stadium|5.2845|1
2464|MR Marsh|Wankhede Stadium|7.284749999999999|1
2465|MS Bisla|Barabati Stadium|6.063|1
2466|MS Bisla|Brabourne Stadium|6.513|1
2467|MS Bisla|Eden Gardens|7.263|1
2468|MS Bisla|JSCA International Stadium Complex|5.7255|1
2469|MS Bisla|M Chinnaswamy Stadium|8.073|1
2470|MS Bisla|MA Chidambaram Stadium, Chepauk|9.71925|1
2471|MS Bisla|Punjab Cricket Association Stadium, Mohali|6.91275|1
2472|MS Bisla|Rajiv Gandhi International Stadium, Uppal|6.813|1
2473|MS Bisla|Sawai Mansingh Stadium|6.23775|1
2474|MS Bisla|Shaheed Veer Narayan Singh International Stadium|5.988|1
2475|MS Bisla|Sheikh Zayed Stadium|5.913|1
2476|MS Bisla|Subrata Roy Sahara Stadium|6.588|1
2477|MS Bisla|Wankhede Stadium|6.963|1
2478|MS Dhoni|Barabati Stadium|9.49875|1
2479|MS Dhoni|Buffalo Park|12.123749999999998|1
2480|MS Dhoni|Dr DY Patil Sports Academy|9.798749999999998|1
2481|MS Dhoni|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|30.012749999999997|2
2482|MS Dhoni|Dubai International Cricket Stadium|29.920249999999996|2
2483|MS Dhoni|Eden Gardens|32.89975|2
2484|MS Dhoni|Feroz Shah Kotla|31.849999999999994|2
2485|MS Dhoni|Himachal Pradesh Cricket Association Stadium|10.023749999999998|1
2486|MS Dhoni|Holkar Cricket Stadium|8.14875|1
2487|MS Dhoni|JSCA International Stadium Complex|9.84375|1
2488|MS Dhoni|Kingsmead|8.655|1
2489|MS Dhoni|M Chinnaswamy Stadium|10.670249999999998|1
2490|MS Dhoni|M.Chinnaswamy Stadium|31.613749999999992|1
2491|MS Dhoni|MA Chidambaram Stadium, Chepauk|35.53975|2
2492|MS Dhoni|Maharashtra Cricket Association Stadium|32.29774999999999|2
2493|MS Dhoni|Nehru Stadium|8.823749999999999|1
2494|MS Dhoni|New Wanderers Stadium|9.048749999999998|1
2495|MS Dhoni|Newlands|10.473749999999997|1
2496|MS Dhoni|Punjab Cricket Association IS Bindra Stadium, Mohali|33.77499999999999|2
2497|MS Dhoni|Punjab Cricket Association Stadium, Mohali|9.523499999999999|1
2498|MS Dhoni|Rajiv Gandhi International Stadium, Uppal|29.612249999999996|2
2499|MS Dhoni|Sardar Patel Stadium, Motera|9.723749999999997|1
2500|MS Dhoni|Saurashtra Cricket Association Stadium|8.786249999999999|1
2501|MS Dhoni|Sawai Mansingh Stadium|34.88749999999999|2
2502|MS Dhoni|Shaheed Veer Narayan Singh International Stadium|9.798749999999998|1
2503|MS Dhoni|Sharjah Cricket Stadium|29.6875|2
2504|MS Dhoni|Sheikh Zayed Stadium|30.362499999999997|2
2505|MS Dhoni|St George's Park|9.236249999999998|1
2506|MS Dhoni|Subrata Roy Sahara Stadium|10.436249999999998|1
2507|MS Dhoni|SuperSport Park|10.7235|1
2508|MS Dhoni|Vidarbha Cricket Association Stadium, Jamtha|8.298749999999998|1
2509|MS Dhoni|Wankhede Stadium|28.95675|2
2510|MS Gony|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|2.379|1
2511|MS Gony|Feroz Shah Kotla|3.054|1
2512|MS Gony|Kingsmead|2.5665|1
2513|MS Gony|MA Chidambaram Stadium, Chepauk|2.424|1
2514|MS Gony|Nehru Stadium|2.0789999999999997|1
2515|MS Gony|Punjab Cricket Association Stadium, Mohali|3.7664999999999997|1
2516|MS Gony|Rajiv Gandhi International Stadium, Uppal|2.0789999999999997|1
2517|MS Gony|Sawai Mansingh Stadium|2.154|1
2518|MS Gony|Wankhede Stadium|2.0789999999999997|1
2519|MS Wade|Dr DY Patil Sports Academy|1.19925|1
2520|MS Wade|Feroz Shah Kotla|1.6867500000000002|1
2521|MV Boucher|Eden Gardens|8.18475|1
2522|MV Boucher|Feroz Shah Kotla|6.7597499999999995|1
2523|MV Boucher|Kingsmead|5.234999999999999|1
2524|MV Boucher|M Chinnaswamy Stadium|5.02575|1
2525|MV Boucher|MA Chidambaram Stadium, Chepauk|5.70975|1
2526|MV Boucher|Nehru Stadium|4.809749999999999|1
2527|MV Boucher|New Wanderers Stadium|4.997249999999999|1
2528|MV Boucher|Punjab Cricket Association Stadium, Mohali|7.359749999999999|1
2529|MV Boucher|St George's Park|7.58475|1
2530|MV Boucher|SuperSport Park|5.14725|1
2531|MV Boucher|Wankhede Stadium|7.359749999999999|1
2532|Mandeep Singh|Barabati Stadium|4.9545|1
2533|Mandeep Singh|Dubai International Cricket Stadium|14.21525|1
2534|Mandeep Singh|Eden Gardens|23.577499999999997|2
2535|Mandeep Singh|Feroz Shah Kotla|21.0275|2
2536|Mandeep Singh|Himachal Pradesh Cricket Association Stadium|5.486999999999999|1
2537|Mandeep Singh|Holkar Cricket Stadium|6.4545|1
2538|Mandeep Singh|JSCA International Stadium Complex|5.142|1
2539|Mandeep Singh|M Chinnaswamy Stadium|6.657|1
2540|Mandeep Singh|M.Chinnaswamy Stadium|20.519|2
2541|Mandeep Singh|MA Chidambaram Stadium, Chepauk|18.9775|2
2542|Mandeep Singh|Maharashtra Cricket Association Stadium|21.415|2
2543|Mandeep Singh|Punjab Cricket Association IS Bindra Stadium, Mohali|13.77775|1
2544|Mandeep Singh|Punjab Cricket Association Stadium, Mohali|6.126|1
2545|Mandeep Singh|Rajiv Gandhi International Stadium, Uppal|21.877499999999998|2
2546|Mandeep Singh|Sawai Mansingh Stadium|18.189999999999998|2
2547|Mandeep Singh|Sharjah Cricket Stadium|22.848|1
2548|Mandeep Singh|Sheikh Zayed Stadium|12.11525|1
2549|Mandeep Singh|Subrata Roy Sahara Stadium|6.9045|1
2550|Mandeep Singh|Wankhede Stadium|19.402749999999997|2
2551|Mashrafe Mortaza|New Wanderers Stadium|0.6|1
2552|Misbah-ul-Haq|M Chinnaswamy Stadium|5.502|1
2553|Misbah-ul-Haq|MA Chidambaram Stadium, Chepauk|4.7145|1
2554|Misbah-ul-Haq|Punjab Cricket Association Stadium, Mohali|5.9895|1
2555|Misbah-ul-Haq|Rajiv Gandhi International Stadium, Uppal|6.9645|1
2556|Misbah-ul-Haq|Sawai Mansingh Stadium|4.414499999999999|1
2557|Mohammad Ashraful|SuperSport Park|-0.075|1
2558|Mohammad Asif|Dr DY Patil Sports Academy|-0.5625|1
2559|Mohammad Asif|Wankhede Stadium|-0.33749999999999997|1
2560|Mohammad Hafeez|Eden Gardens|1.9582499999999998|1
2561|Mohammad Hafeez|M Chinnaswamy Stadium|1.8644999999999998|1
2562|Mohammad Hafeez|MA Chidambaram Stadium, Chepauk|2.6895|1
2563|Mohammad Hafeez|Punjab Cricket Association Stadium, Mohali|2.4644999999999997|1
2564|Mohammad Hafeez|Wankhede Stadium|1.8644999999999998|1
2565|Mohammad Nabi|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|13.317499999999999|1
2566|Mohammad Nabi|Feroz Shah Kotla|12.792499999999999|1
2567|Mohammad Nabi|M.Chinnaswamy Stadium|10.517499999999998|1
2568|Mohammad Nabi|Punjab Cricket Association IS Bindra Stadium, Mohali|11.917499999999999|1
2569|Mohammad Nabi|Rajiv Gandhi International Stadium, Uppal|16.217249999999996|2
2570|Mohammad Nabi|Sheikh Zayed Stadium|11.742499999999998|1
2571|Mohammad Nabi|Wankhede Stadium|13.754999999999999|1
2572|Mohammed Shami|Dubai International Cricket Stadium|2.00025|1
2573|Mohammed Shami|Eden Gardens|3.22525|1
2574|Mohammed Shami|Feroz Shah Kotla|1.2105|1
2575|Mohammed Shami|Green Park|1.15725|1
2576|Mohammed Shami|M Chinnaswamy Stadium|0.9322499999999999|1
2577|Mohammed Shami|Punjab Cricket Association IS Bindra Stadium, Mohali|3.0075|2
2578|Mohammed Shami|Punjab Cricket Association Stadium, Mohali|0.85725|1
2579|Mohammed Shami|Rajiv Gandhi International Stadium, Uppal|2.1752499999999997|1
2580|Mohammed Shami|Sawai Mansingh Stadium|1.2322499999999998|1
2581|Mohammed Shami|Sheikh Zayed Stadium|3.2824999999999998|2
2582|Mohammed Siraj|Dubai International Cricket Stadium|1.53125|1
2583|Mohammed Siraj|M.Chinnaswamy Stadium|0.8312499999999999|1
2584|Mohammed Siraj|MA Chidambaram Stadium, Chepauk|0.65625|1
2585|Mohammed Siraj|Maharashtra Cricket Association Stadium|1.18125|1
2586|Mohammed Siraj|Rajiv Gandhi International Stadium, Uppal|1.18125|1
2587|Mohammed Siraj|Sawai Mansingh Stadium|3.1062499999999997|1
2588|Mohammed Siraj|Sharjah Cricket Stadium|1.0062499999999999|1
2589|Mohammed Siraj|Sheikh Zayed Stadium|2.40625|1
2590|Mohammed Siraj|Wankhede Stadium|2.05625|1
2591|Mujeeb Ur Rahman|Dubai International Cricket Stadium|-0.5599999999999998|1
2592|Mujeeb Ur Rahman|M.Chinnaswamy Stadium|-0.7349999999999999|1
2593|Mujeeb Ur Rahman|Punjab Cricket Association IS Bindra Stadium, Mohali|-0.7349999999999999|1
2594|Mujeeb Ur Rahman|Rajiv Gandhi International Stadium, Uppal|0.14000000000000012|1
2595|Mustafizur Rahman|Wankhede Stadium|-1.1375|1
2596|N Pooran|Dubai International Cricket Stadium|27.16175|1
2597|N Pooran|M.Chinnaswamy Stadium|29.312499999999996|1
2598|N Pooran|Punjab Cricket Association IS Bindra Stadium, Mohali|26.45475|1
2599|N Pooran|Rajiv Gandhi International Stadium, Uppal|24.9375|1
2600|N Pooran|Sawai Mansingh Stadium|23.362499999999997|1
2601|N Pooran|Sharjah Cricket Stadium|23.1875|1
2602|N Pooran|Sheikh Zayed Stadium|24.9375|1
2603|N Rana|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|10.06725|1
2604|N Rana|Dubai International Cricket Stadium|25.473|1
2605|N Rana|Eden Gardens|24.73975|1
2606|N Rana|Feroz Shah Kotla|19.902749999999997|1
2607|N Rana|Green Park|13.44225|1
2608|N Rana|Holkar Cricket Stadium|33.88249999999999|2
2609|N Rana|M Chinnaswamy Stadium|8.94225|1
2610|N Rana|M.Chinnaswamy Stadium|23.665249999999997|1
2611|N Rana|MA Chidambaram Stadium, Chepauk|20.515249999999998|1
2612|N Rana|Maharashtra Cricket Association Stadium|10.742249999999999|1
2613|N Rana|Rajiv Gandhi International Stadium, Uppal|29.557499999999994|2
2614|N Rana|Saurashtra Cricket Association Stadium|9.617249999999999|1
2615|N Rana|Sawai Mansingh Stadium|25.240249999999996|1
2616|N Rana|Sharjah Cricket Stadium|23.023|1
2617|N Rana|Sheikh Zayed Stadium|22.965249999999997|1
2618|N Rana|Wankhede Stadium|34.41674999999999|2
2619|N Saini|Feroz Shah Kotla|4.14|1
2620|N Saini|Himachal Pradesh Cricket Association Stadium|3.0899999999999994|1
2621|N Saini|M Chinnaswamy Stadium|6.764999999999999|1
2622|N Saini|MA Chidambaram Stadium, Chepauk|3.4649999999999994|1
2623|N Saini|Punjab Cricket Association Stadium, Mohali|3.6899999999999995|1
2624|N Saini|Rajiv Gandhi International Stadium, Uppal|3.1649999999999996|1
2625|N Saini|Wankhede Stadium|5.264999999999999|1
2626|NA Saini|Dubai International Cricket Stadium|0.5249999999999999|1
2627|NA Saini|M.Chinnaswamy Stadium|-1.0499999999999998|1
2628|NA Saini|MA Chidambaram Stadium, Chepauk|-0.7|1
2629|NA Saini|Sheikh Zayed Stadium|0.5249999999999999|1
2630|ND Doshi|Holkar Cricket Stadium|-1.125|1
2631|NJ Maddinson|Dubai International Cricket Stadium|2.025|1
2632|NJ Maddinson|MA Chidambaram Stadium, Chepauk|1.425|1
2633|NJ Maddinson|Sharjah Cricket Stadium|1.425|1
2634|NJ Rimmington|Dr DY Patil Sports Academy|0.3|1
2635|NL McCullum|MA Chidambaram Stadium, Chepauk|4.3875|1
2636|NL McCullum|Sawai Mansingh Stadium|4.0874999999999995|1
2637|NLTC Perera|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|5.85825|1
2638|NLTC Perera|Eden Gardens|6.195749999999999|1
2639|NLTC Perera|Feroz Shah Kotla|4.92075|1
2640|NLTC Perera|M Chinnaswamy Stadium|6.383249999999999|1
2641|NLTC Perera|Maharashtra Cricket Association Stadium|5.40825|1
2642|NLTC Perera|Nehru Stadium|6.008249999999999|1
2643|NLTC Perera|Punjab Cricket Association IS Bindra Stadium, Mohali|4.95825|1
2644|NLTC Perera|Punjab Cricket Association Stadium, Mohali|6.758249999999999|1
2645|NLTC Perera|Rajiv Gandhi International Stadium, Uppal|5.6579999999999995|1
2646|NLTC Perera|Sawai Mansingh Stadium|4.54575|1
2647|NLTC Perera|Subrata Roy Sahara Stadium|4.43325|1
2648|NLTC Perera|Wankhede Stadium|4.58325|1
2649|NM Coulter-Nile|Brabourne Stadium|1.7055|1
2650|NM Coulter-Nile|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|1.4055000000000002|1
2651|NM Coulter-Nile|Dubai International Cricket Stadium|7.1295|1
2652|NM Coulter-Nile|Eden Gardens|1.6305|1
2653|NM Coulter-Nile|Feroz Shah Kotla|1.4805000000000001|1
2654|NM Coulter-Nile|Himachal Pradesh Cricket Association Stadium|1.9305|1
2655|NM Coulter-Nile|M Chinnaswamy Stadium|1.7055|1
2656|NM Coulter-Nile|MA Chidambaram Stadium, Chepauk|1.6305|1
2657|NM Coulter-Nile|Sharjah Cricket Stadium|3.1045000000000003|1
2658|NM Coulter-Nile|Wankhede Stadium|1.4805000000000001|1
2659|NS Naik|Feroz Shah Kotla|5.2517499999999995|1
2660|NS Naik|Punjab Cricket Association IS Bindra Stadium, Mohali|1.8007499999999999|1
2661|NS Naik|Rajiv Gandhi International Stadium, Uppal|3.3757499999999996|1
2662|NS Naik|Sheikh Zayed Stadium|4.20175|1
2663|NV Ojha|Brabourne Stadium|5.403|1
2664|NV Ojha|De Beers Diamond Oval|5.252999999999999|1
2665|NV Ojha|Dr DY Patil Sports Academy|5.477999999999999|1
2666|NV Ojha|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|5.815499999999999|1
2667|NV Ojha|Dubai International Cricket Stadium|5.403|1
2668|NV Ojha|Eden Gardens|5.64075|1
2669|NV Ojha|Feroz Shah Kotla|5.538|1
2670|NV Ojha|Himachal Pradesh Cricket Association Stadium|5.890499999999999|1
2671|NV Ojha|JSCA International Stadium Complex|6.077999999999999|1
2672|NV Ojha|Kingsmead|6.9277500000000005|1
2673|NV Ojha|M Chinnaswamy Stadium|5.740499999999999|1
2674|NV Ojha|MA Chidambaram Stadium, Chepauk|6.813|1
2675|NV Ojha|Nehru Stadium|4.653|1
2676|NV Ojha|OUTsurance Oval|5.327999999999999|1
2677|NV Ojha|Punjab Cricket Association Stadium, Mohali|6.190499999999999|1
2678|NV Ojha|Rajiv Gandhi International Stadium, Uppal|17.194|2
2679|NV Ojha|Sardar Patel Stadium, Motera|7.082999999999999|1
2680|NV Ojha|Sawai Mansingh Stadium|5.582999999999999|1
2681|NV Ojha|Shaheed Veer Narayan Singh International Stadium|5.852999999999999|1
2682|NV Ojha|St George's Park|4.653|1
2683|NV Ojha|Subrata Roy Sahara Stadium|6.752999999999999|1
2684|NV Ojha|SuperSport Park|8.552999999999999|1
2685|NV Ojha|Vidarbha Cricket Association Stadium, Jamtha|4.728|1
2686|NV Ojha|Wankhede Stadium|5.252999999999999|1
2687|OA Shah|Brabourne Stadium|9.3315|1
2688|OA Shah|Dr DY Patil Sports Academy|11.3565|1
2689|OA Shah|Eden Gardens|8.169|1
2690|OA Shah|Feroz Shah Kotla|7.0815|1
2691|OA Shah|Holkar Cricket Stadium|8.7315|1
2692|OA Shah|M Chinnaswamy Stadium|11.5065|1
2693|OA Shah|MA Chidambaram Stadium, Chepauk|9.068999999999999|1
2694|OA Shah|Rajiv Gandhi International Stadium, Uppal|9.1065|1
2695|OA Shah|Sardar Patel Stadium, Motera|8.4315|1
2696|OA Shah|Sawai Mansingh Stadium|7.95975|1
2697|OA Shah|Subrata Roy Sahara Stadium|7.3065|1
2698|OA Shah|Wankhede Stadium|12.7065|1
2699|P Awana|Feroz Shah Kotla|-0.34349999999999997|1
2700|P Awana|Punjab Cricket Association Stadium, Mohali|-0.606|1
2701|P Awana|Sawai Mansingh Stadium|-0.6435|1
2702|P Awana|Wankhede Stadium|-0.6435|1
2703|P Chopra|Sawai Mansingh Stadium|7.699999999999999|1
2704|P Dogra|Brabourne Stadium|5.1|1
2705|P Dogra|Eden Gardens|2.55|1
2706|P Dogra|Feroz Shah Kotla|3.525|1
2707|P Dogra|M Chinnaswamy Stadium|2.25|1
2708|P Dogra|Punjab Cricket Association Stadium, Mohali|2.2875|1
2709|P Dogra|Rajiv Gandhi International Stadium, Uppal|2.4|1
2710|P Dogra|Sardar Patel Stadium, Motera|2.8747499999999997|1
2711|P Kumar|Brabourne Stadium|1.58025|1
2712|P Kumar|Dr DY Patil Sports Academy|1.6552499999999999|1
2713|P Kumar|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|1.58025|1
2714|P Kumar|Eden Gardens|1.82025|1
2715|P Kumar|Feroz Shah Kotla|2.03025|1
2716|P Kumar|Green Park|1.58025|1
2717|P Kumar|Himachal Pradesh Cricket Association Stadium|1.58025|1
2718|P Kumar|Kingsmead|2.355|1
2719|P Kumar|M Chinnaswamy Stadium|2.139|1
2720|P Kumar|MA Chidambaram Stadium, Chepauk|2.51775|1
2721|P Kumar|New Wanderers Stadium|1.6552499999999999|1
2722|P Kumar|Newlands|2.33025|1
2723|P Kumar|Punjab Cricket Association Stadium, Mohali|1.74075|1
2724|P Kumar|Rajiv Gandhi International Stadium, Uppal|1.88025|1
2725|P Kumar|Saurashtra Cricket Association Stadium|2.10525|1
2726|P Kumar|Sawai Mansingh Stadium|2.13|1
2727|P Kumar|St George's Park|1.50525|1
2728|P Kumar|Subrata Roy Sahara Stadium|1.58025|1
2729|P Kumar|SuperSport Park|2.03025|1
2730|P Kumar|Wankhede Stadium|1.99275|1
2731|P Negi|Eden Gardens|3.59625|1
2732|P Negi|Feroz Shah Kotla|3.50775|1
2733|P Negi|JSCA International Stadium Complex|3.69|1
2734|P Negi|M Chinnaswamy Stadium|4.005|1
2735|P Negi|M.Chinnaswamy Stadium|10.469999999999999|2
2736|P Negi|MA Chidambaram Stadium, Chepauk|3.89625|1
2737|P Negi|Maharashtra Cricket Association Stadium|3.015|1
2738|P Negi|Rajiv Gandhi International Stadium, Uppal|3.915|1
2739|P Negi|Shaheed Veer Narayan Singh International Stadium|3.2025|1
2740|P Negi|Subrata Roy Sahara Stadium|3.84|1
2741|P Negi|Wankhede Stadium|10.725|2
2742|P Parameswaran|M Chinnaswamy Stadium|-0.4875|1
2743|P Parameswaran|Rajiv Gandhi International Stadium, Uppal|-0.5625|1
2744|P Ray Barman|Rajiv Gandhi International Stadium, Uppal|12.774999999999999|1
2745|P Sahu|Feroz Shah Kotla|4.3875|1
2746|P Sahu|Punjab Cricket Association IS Bindra Stadium, Mohali|3.1125|1
2747|P Simran Singh|Dubai International Cricket Stadium|10.85|1
2748|P Simran Singh|Rajiv Gandhi International Stadium, Uppal|11.725|1
2749|P Simran Singh|Sheikh Zayed Stadium|9.625|1
2750|PA Patel|Barabati Stadium|6.50775|1
2751|PA Patel|Brabourne Stadium|6.2452499999999995|1
2752|PA Patel|Dr DY Patil Sports Academy|7.857749999999999|1
2753|PA Patel|Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium|6.170249999999999|1
2754|PA Patel|Dubai International Cricket Stadium|7.857749999999999|1
2755|PA Patel|Eden Gardens|21.912499999999998|2
2756|PA Patel|Feroz Shah Kotla|24.27375|2
2757|PA Patel|Holkar Cricket Stadium|27.267249999999997|2
2758|PA Patel|JSCA International Stadium Complex|6.39525|1
2759|PA Patel|Kingsmead|6.845249999999999|1
2760|PA Patel|M Chinnaswamy Stadium|6.50775|1
2761|PA Patel|M.Chinnaswamy Stadium|16.891|1
2762|PA Patel|MA Chidambaram Stadium, Chepauk|25.744999999999997|2
2763|PA Patel|Maharashtra Cricket Association Stadium|29.592499999999998|2
2764|PA Patel|Nehru Stadium|6.50025|1
2765|PA Patel|New Wanderers Stadium|8.34525|1
2766|PA Patel|Newlands|5.64525|1
2767|PA Patel|Punjab Cricket Association IS Bindra Stadium, Mohali|28.217499999999994|2
2768|PA Patel|Punjab Cricket Association Stadium, Mohali|8.514|1
2769|PA Patel|Rajiv Gandhi International Stadium, Uppal|22.945249999999998|2
